KOI,kepmag,rhostar,teff,rstar,mstar,logg,[M/H],Binary,TTVperiod,radius,radius_em,radius_ep,nTT,SNR,MES,chisqwttv,n,min_p,max_p,mean_p,range_p,log_range_p,normstd_p,dpp,mean_dpp,gapc,gini,logstd_p,zeta,mean_zeta,min_r,max_r,mean_r,range_r,std_r,normstd_r,logstd_r,r_rat,mean_rrat,gini_r,subearth,supearth,subnep,nepplus,N_first,N_second,res_frac,deltas,min_abs_delta,med_abs_delta,res_summary
904,15.289,1.06119,6196,1.13,1.12,4.374,-0.065,0,[ 2.21112226  4.61748122 10.19848207 27.95473903 42.14014148],[1.778 1.585 1.652 2.007 1.961],[-0.081 -0.082 -0.084 -0.134 -0.11 ],[0.129 0.127 0.15  0.268 0.171],[601. 292. 131.  51.  31.],[42.6 28.1 21.4 25.4 21.6],[32.7 18.4 15.  15.3 13. ],[9782. 6140. 2958. 1755. 1353.],5,2.21112226,42.14014148,17.42439321,39.92901922,1.280083233,0.877696967,[1.08829756 1.2086678  1.74106861 0.50744178],1.136368935,0.097267647,0.14905551,0.093482719,[0.24340097 0.51792841 1.27692028 0.0879917 ],0.531560339,1.585,2.007,1.7966,0.422,0.165725798,0.092244126,0.040173081,[0.89145107 1.04227129 1.21489104 0.97708022],1.031423406,0.064176778,0,3,2,0,1,0,0.25,[ 0.04414878  0.1043339  -0.08631046  0.00496118],0.004961185,0.065229622,[0.  0.  0.  1.5]
906,15.46,2.60984,5010,0.75,0.81,4.563,0.009,0,[ 4.14812194  7.15680955 17.64825801],[0.969 2.172 2.054],[-0.072 -0.11  -0.132],[0.113 0.158 0.156],[328. 187.  71.],[12.9 47.7 23.8],[10.8 38.5 19.1],[7123.9 4237.4 1426.5],3,4.14812194,17.64825801,9.651063167,13.50013607,0.62885033,0.599595249,[0.7253132  1.46593931],1.095626257,0.190108066,0.176707585,0.077862545,[1.1361442  0.95353056],1.044837382,0.969,2.172,1.731666667,1.203,0.541434104,0.31266647,0.162021283,[2.24148607 0.94567219],1.59357913,0.231568816,1,0,2,0,0,0,0,[ 0.03518792 -0.17802023],0.035187922,0.106604076,[0. 0.]
907,15.223,2.26922,5492,0.81,0.89,4.465,-0.054,0,[ 4.79094409 16.51409124 30.13307325 99.64120749],[1.279 2.531 2.597 2.505],[-0.084 -0.122 -0.16  -0.154],[0.11  0.144 0.224 0.201],[257.  74.  38.  11.],[21.2 55.9 44.8 22.7],[16.1 43.1 32.9 19.4],[5832.  2703.6 1471.5  461.4],4,4.79094409,99.64120749,37.76982902,94.8502634,1.318017879,0.9751174,[2.44693883 0.82468855 2.30670578],1.859444389,0.136650954,0.189110198,0.127318814,[1.22602165 0.63773692 1.30055598],1.05477152,1.279,2.597,2.228,1.318,0.548930779,0.246378267,0.130565099,[1.97888976 1.02607665 0.96457451],1.323180305,0.148862956,0,1,3,0,0,0,0,[ 0.14897961 -0.08765572  0.10223526],0.087655723,0.10223526,[0. 0. 0.]
921,15.532,2.34247,5082,0.8,0.86,4.541,0.143,0,[ 3.78403195 10.28195555 18.11994245],[1.646 2.636 3.07 ],[-0.099 -0.148 -0.16 ],[0.128 0.23  0.192],[353. 129.  69.],[25.6 55.  60.7],[23.4 46.3 49.6],[5706.2 3777.6 2325.9],3,3.78403195,18.11994245,10.72864332,14.3359105,0.680202019,0.546306527,[1.71719575 0.76230508],1.239750415,0.235913903,0.213168993,0.094560705,[1.25296563 0.93543228],1.094198956,1.646,3.07,2.450666667,1.424,0.595933628,0.243172046,0.116127098,[1.60145808 1.1646434 ],1.38305074,0.193688792,0,1,2,0,0,0,0,[-0.09426808  0.05738305],0.057383045,0.075825563,[0. 0.]
934,15.843,1.75756,5501,0.9,0.85,4.494,-0.124,0,[ 5.82665776 12.41211141 18.74643825],[3.519 2.238 2.545],[-0.217 -0.159 -0.175],[0.282 0.247 0.292],[224. 111.  70.],[81.1 25.6 26.7],[61.9 18.3 19.5],[5564. 3276. 2230.],3,5.82665776,18.74643825,12.32840247,12.91978049,0.507499256,0.427858388,[1.13022833 0.51033435],0.82028134,0.265214342,0.170274221,0.074949327,[0.34566907 0.12150096],0.233585019,2.238,3.519,2.767333333,1.281,0.546085667,0.197332811,0.083095709,[0.63597613 1.13717605],0.88657609,0.154300169,0,0,3,0,1,0,0.5,[0.06511416 0.00688957],0.006889568,0.036001866,[0.  1.5]
935,15.237,0.85909,6091,1.21,1.04,4.18,-0.08,0,[ 9.61727175 20.86019269 42.63416415 87.64796817],[1.888 5.336 5.05  3.908],[-0.126 -0.274 -0.236 -0.219],[0.138 0.297 0.315 0.267],[142.  67.  31.  14.],[ 18.2 117.   78.7  37.5],[ 7.8 94.9 62.3 28.8],[4549. 2956. 1592.  967.],4,9.61727175,87.64796817,40.18989919,78.03069642,0.959689965,0.74298186,[1.16903434 1.04380491 1.05581533],1.089551525,0.002278497,0.019977083,0.011622754,[0.43377941 0.12589969 0.15859401],0.239424369,1.888,5.336,4.0455,3.448,1.355371075,0.335031782,0.182690123,[2.82627119 0.9464018  0.77386139],1.515511457,0.236600338,0,1,1,2,2,0,0.666666667,[0.08451717 0.02190245 0.02790766],0.021902453,0.027907664,[0. 2. 2.]
938,15.596,1.69237,5359,0.92,0.95,4.486,0.256,0,[1.04561691 5.7146465  9.94601044],[1.345 1.597 2.891],[-0.08  -0.102 -0.129],[0.102 0.143 0.186],[1274.  232.  132.],[25.2 16.7 51. ],[20.2 13.  42.6],[18926.6  4751.9  3632.3],3,1.04561691,9.94601044,5.56875795,8.90039353,0.978276313,0.652754985,[4.46533481 0.74044194],2.602888377,0.679105083,0.516931484,0.25748705,[0.67184212 1.05163435],0.861738236,1.345,2.891,1.944333333,1.546,0.677253932,0.348321926,0.144452297,[1.18736059 1.81026925],1.498814925,0.265043717,0,2,1,0,0,0,0,[0.82177827 0.04426516],0.044265164,0.433021718,[0. 0.]
939,15.065,1.61686,5609,0.96,1.04,4.318,0.245,0,[ 1.62047082  3.38802126  5.83910412 10.68168283],[1.223 1.62  1.599 1.694],[-0.079 -0.088 -0.098 -0.1  ],[0.111 0.118 0.12  0.118],[785. 397. 235. 125.],[22.7 30.6 25.2 21.9],[17.3 25.5 19.  14.8],[14617.4  9079.2  6331.6  3796.6],4,1.62047082,10.68168283,5.382319757,9.06121201,0.818998463,0.632930533,[1.09076351 0.72345557 0.82933591],0.881184996,0.028311849,0.065084497,0.03510978,[0.24963297 1.14676466 0.61735212],0.671249915,1.223,1.694,1.534,0.471,0.182990437,0.119289724,0.055733643,[1.32461161 0.98703704 1.05941213],1.123686927,0.077900913,0,4,0,0,0,0,0,[ 0.04538176  0.03407334 -0.08533205],0.034073343,0.045381755,[0. 0. 0.]
941,15.471,2.29147,5130,0.8,0.92,4.462,0.375,0,[ 2.38265152  6.58147957 24.66454632],[2.112 3.821 3.879],[-0.114 -0.166 -0.183],[0.195 0.249 0.293],[435. 162.  43.],[ 45.5 116.2  56.7],[ 39.7 104.4  51.4],[7128.2 4221.2 1106.5],3,2.38265152,24.66454632,11.20955914,22.2818948,1.015012603,0.862415766,[1.76225017 2.74756862],2.254909397,0.055017977,0.151358814,0.066434184,[1.29763104 1.09187446],1.194752747,2.112,3.879,3.270666667,1.767,0.819643147,0.250604305,0.124000298,[1.80918561 1.01517927],1.412182439,0.180085609,0,0,3,0,0,0,0,[-0.07924994  0.24918954],0.079249943,0.164219742,[0. 0.]
945,15.163,0.51783,5831,1.42,1.07,4.159,0.028,0,[25.84737065 40.71542259 66.78930932],[2.612 2.919 2.172],[-0.109 -0.122 -0.21 ],[0.233 0.213 0.191],[41. 25. 17.],[27.3 28.9  9.5],[19.9 21.3  7.5],[2102.3 1417.   577.8],3,25.84737065,66.78930932,44.45070085,40.94193867,0.412290582,0.380688613,[0.57522493 0.64039337],0.60780915,0.005953937,0.020266225,0.008803167,[0.78464884 1.31537937],1.050014103,2.172,2.919,2.567666667,0.747,0.306568463,0.11939574,0.053039189,[1.11753446 0.74409044],0.930812449,0.096975204,0,0,3,0,0,0,0,[ 0.05014995 -0.01576398],0.015763977,0.032956965,[0. 0.]
952,15.801,4.20144,3931,0.57,0.56,4.672,0.081,0,[ 0.74295778  2.89600175  5.90127763  8.75207596 22.78077231],[2.11  1.427 2.236 2.133 2.514],[-0.149 -0.057 -0.068 -0.082 -0.083],[0.087 0.062 0.089 0.07  0.092],[1431.  368.  177.  127.   50.],[45.3 28.5 56.6 44.8 46.4],[11.1 15.3 44.2 31.8 31.4],[14010.  5900.  3630.  2773.  1449.],5,0.74295778,22.78077231,8.214617086,22.03781453,1.486604309,0.945972239,[2.89793583 1.03773276 0.48308155 1.60289929],1.505412356,0.1899163,0.259761943,0.155746041,[1.03521961 0.10908229 0.21013163 1.12839146],0.62070625,1.427,2.514,2.084,1.087,0.358533123,0.172040846,0.083371717,[0.67630332 1.56692362 0.9539356  1.17862166],1.093946048,0.110364683,0,1,4,0,2,0,0.5,[ 0.29931194  0.01886638 -0.01127897 -0.1323669 ],0.011278968,0.075616641,[0.  2.  1.5 0. ]
961,7.748,0.09442,8429,3.25,2.32,3.778,0.02,0,[0.45328751 1.21377045 1.86511356],[0.875 0.781 0.694],[-0.084 -0.034 -0.03 ],[0.06  0.05  0.048],[2834. 1100.  682.],[150.2 111.3  56.8],[10.5 70.8 33.1],[28187.3 10201.7  6803.3],3,0.45328751,1.86511356,1.177390507,1.41182605,0.614331527,0.490023781,[1.67770548 0.53662792],1.1071667,0.446409192,0.270761104,0.121725065,[1.21184348 0.40953425],0.810688862,0.694,0.875,0.783333333,0.181,0.073911358,0.094354926,0.041137931,[0.89257143 0.88860435],0.890587891,0.077021277,3,0,0,0,1,0,0.5,[-0.10743151  0.02441861],0.024418612,0.065925059,[0.  1.5]
993,14.246,2.18729,5548,0.82,0.82,4.539,-0.306,0,[13.0607061  21.85372099 86.72276988],[1.276 1.554 1.266],[-0.088 -0.084 -0.103],[0.107 0.126 0.113],[102.  60.  15.],[19.4 23.   9.4],[16.7 19.6  7.7],[2343.9 1792.9  631.4],3,13.0607061,86.72276988,40.54573232,73.66206378,0.822166484,0.810167369,[0.67324192 2.96832969],1.820785807,0.574368249,0.406817094,0.191595662,[1.45605049 1.0106694 ],1.233359946,1.266,1.554,1.365333333,0.288,0.13346993,0.097756296,0.041229633,[1.21786834 0.81467181],1.016270077,0.0703125,0,3,0,0,0,1,0.5,[0.00394515 0.32277656],0.003945154,0.163360859,[1.66666667 0.        ]
1015,15.028,2.136,5267,0.82,0.84,4.535,-0.055,0,[ 4.08895768  9.42885228 16.99740881],[1.722 3.252 2.07 ],[-0.091 -0.14  -0.173],[0.136 0.187 0.211],[169.  73.  42.],[19.  50.4 11.1],[15.5 38.6  8.2],[4537.3 2628.4  932.8],3,4.08895768,16.99740881,10.17173959,12.90845113,0.618770104,0.520655235,[1.30593051 0.80270178],1.054316148,0.095513155,0.122480839,0.053561825,[0.70278742 0.73737802],0.720082722,1.722,3.252,2.348,1.53,0.654822113,0.278885057,0.117101904,[1.88850174 0.63653137],1.262516554,0.217206133,0,1,2,0,0,0,0,[0.15296526 0.08162107],0.081621069,0.117293163,[0. 0.]
1052,15.381,1.63657,5869,0.95,0.97,4.391,-0.105,0,[ 6.84619728 17.02904726 43.13122259 67.83179028],[1.509 2.273 2.03  2.152],[-0.107 -0.134 -0.165 -0.143],[0.139 0.193 0.197 0.185],[199.  79.  30.  16.],[17.7 29.8 11.8 15.5],[16.3 24.1  8.9 12.3],[5067.9 3160.8  838.1 1053.4],4,6.84619728,67.83179028,33.70956435,60.985593,0.99598387,0.704036156,[1.48737315 1.53280304 0.57268415],1.197620111,0.137764588,0.145630096,0.09627924,[0.98302127 1.04280137 0.76151037],0.929111002,1.509,2.273,1.991,0.764,0.291243026,0.146279772,0.068943418,[1.50629556 0.89309283 1.06009852],1.153162304,0.101038004,0,1,3,0,0,0,0,[-0.17087562 -0.15573232  0.0484561 ],0.048456102,0.155732322,[0. 0. 0.]
1060,14.348,0.46584,6355,1.52,1.13,4.381,-0.203,0,[ 4.75797889  8.19342614 12.10967032 20.4963261 ],[1.725 1.662 2.616 2.404],[-0.097 -0.107 -0.16  -0.151],[0.126 0.117 0.187 0.211],[275. 167. 107.  60.],[20.9 15.7 33.3 22.8],[16.1  9.7 21.1 10.6],[11192.9  7248.8  5801.2  4151.3],4,4.75797889,20.4963261,11.38935036,15.73834721,0.634253511,0.515052018,[0.7220392  0.47797394 0.69255856],0.63085723,0.033728433,0.04988486,0.02969756,[1.1548991  0.27649281 1.33176369],0.921051862,1.662,2.616,2.10175,0.954,0.415670768,0.19777365,0.08688349,[0.96347826 1.57400722 0.91896024],1.152148575,0.140398874,0,2,2,0,1,0,0.333333333,[ 0.03322352 -0.01468404  0.01553513],0.01468404,0.015535133,[0.  1.5 0. ]
1078,14.867,0.01533,5005,5.06,1.47,3.186,-0.18,0,[ 3.35372858  6.87745515 28.46459622],[1.93  2.184 2.19 ],[-0.073 -0.095 -0.099],[0.088 0.124 0.109],[310. 151.  36.],[47.8 39.6 28.9],[38.8 29.3 22.2],[4427.3 2085.   869.3],3,3.35372858,28.46459622,12.89859332,25.11086764,0.928777116,0.860592707,[1.05068925 3.13882688],2.094758064,0.324599976,0.337366861,0.154729586,[0.14473143 0.95577109],0.55025126,1.93,2.19,2.101333333,0.26,0.121175722,0.057666111,0.025608474,[1.13160622 1.00274725],1.067176735,0.041243655,0,0,3,0,1,0,0.5,[0.02534463 0.37960896],0.025344626,0.202476792,[2. 0.]
1082,15.692,2.01639,5252,0.83,0.84,4.517,-0.047,0,[1.19654725 4.09667991 6.50324324 9.65506241],[1.243 1.433 1.677 1.451],[-0.095 -0.101 -0.102 -0.118],[0.138 0.141 0.158 0.17 ],[1115.  329.  201.  137.],[16.5 16.2 19.  12.2],[13.7 11.  15.9  7.7],[13379.1  6371.4  4551.5  3262.1],4,1.19654725,9.65506241,5.362883203,8.45851516,0.906825232,0.579885329,[2.42375106 0.58744236 0.48465343],1.165282284,0.447973432,0.298513445,0.167959656,[1.23775088 0.89311601 0.18999018],0.773619026,1.243,1.677,1.451,0.434,0.153837577,0.106021762,0.046089099,[1.15285599 1.17027216 0.86523554],1.062787897,0.075809786,0,4,0,0,1,0,0.333333333,[ 0.14125035 -0.04753458 -0.01023104],0.010231044,0.047534582,[0.  0.  1.5]
1102,14.925,1.22285,6026,1.08,1.05,4.16,-0.025,0,[ 4.24433553  8.14510034 12.33348408 18.99831911],[1.46  2.947 4.641 2.211],[-0.104 -0.236 -2.092 -0.16 ],[ 0.114  0.273 35.566  0.176],[314. 169. 111.  73.],[15.1 32.2 31.7 17. ],[12.2 24.3 26.8 15.2],[8868.1 7022.2 5436.5 1940.9],4,4.24433553,18.99831911,10.93030977,14.75398358,0.650905469,0.500103872,[0.91905194 0.51422126 0.54038542],0.657886208,0.07890306,0.081394948,0.046922544,[0.26423335 0.16593547 0.44840689],0.29285857,1.46,4.641,2.81475,3.181,1.17819149,0.418577668,0.186968923,[2.01849315 1.57482185 0.47640595],1.35657365,0.304319507,0,1,2,1,2,0,0.666666667,[-0.04047403  0.00948084  0.02692362],0.009480838,0.026923616,[0.  1.5 1.5]
1106,15.401,1.5561,5510,0.93,0.91,4.454,0.001,0,[ 7.42605905 13.23010172 15.9867378 ],[2.321 1.283 1.455],[-0.107 -0.11  -0.123],[0.154 0.128 0.148],[176. 105.  83.],[37.4 10.  10.9],[32.   7.9  9.3],[5645.4 3047.2 2717.6],3,7.42605905,15.9867378,12.21429952,8.56067875,0.333001454,0.292110967,[0.78157777 0.20836091],0.494969342,0.675787538,0.191715255,0.084695316,[0.83838962 0.60190609],0.720147855,1.283,2.321,1.686333333,1.038,0.454237334,0.269363906,0.11172356,[0.55277897 1.1340608 ],0.843419885,0.205178889,0,2,1,0,1,0,0.5,[0.06894666 0.00696743],0.006967428,0.037957045,[0.  1.2]
1108,14.792,0.02462,4970,4.17,1.32,3.308,-0.086,0,[ 1.47532899  4.15246338 18.92542004],[1.369 1.635 2.764],[-0.08  -0.081 -0.12 ],[0.134 0.113 0.27 ],[906. 298.  70.],[27.2 24.5 41. ],[21.  16.  33.5],[16295.2  7084.3  2471.8],3,1.47532899,18.92542004,8.184404137,17.45009105,1.108156651,0.937548958,[1.81460163 3.55763683],2.68611923,0.113638843,0.236432287,0.105404142,[1.34674457 0.84325639],1.095000481,1.369,2.764,1.922666667,1.395,0.604742553,0.314533228,0.131096816,[1.19430241 1.69051988],1.442411144,0.241851595,0,2,1,0,0,0,0,[-0.06179946  0.51921228],0.061799457,0.290505867,[0. 0.]
1127,15.808,0.44378,5625,1.63,1.17,4.106,0.375,0,[2.83669453 5.32668251 8.12804153],[2.112 4.042 2.471],[-0.206 -0.305 -0.268],[0.309 0.509 0.317],[386. 211. 135.],[12.1 34.  10.7],[ 9.  27.6 10.9],[9978.6 6098.3 2874.6],3,2.83669453,8.12804153,5.430472857,5.291347,0.457173343,0.398018693,[0.87777797 0.52591064],0.701844309,0.123451132,0.103378238,0.045117936,[0.41772075 0.29560888],0.356664813,2.112,4.042,2.875,1.93,0.838107789,0.291515753,0.121322892,[1.91382576 0.61133102],1.262578391,0.223768116,0,0,2,1,1,0,0.5,[-0.06111101  0.01727376],0.017273762,0.039192387,[0.  1.5]
1151,15.403,0.97525,6010,1.15,1.07,4.343,-0.012,1,[ 5.24969846  7.41088006 10.43545334 17.45319318 21.72027051],[0.672 0.948 1.229 0.759 0.801],[-0.04  -0.045 -0.054 -0.054 -0.055],[0.056 0.064 0.084 0.065 0.079],[247. 179. 123.  77.  61.],[13.9 25.6 36.7 12.  12. ],[12.2 21.5 29.6  8.4  7.8],[5183.4 3871.8 3753.6 2415.2 1925.3],5,5.24969846,21.72027051,12.45389911,16.47057205,0.616730871,0.497920555,[0.41167728 0.40812606 0.67249017 0.24448691],0.434195108,0.101165644,0.074813218,0.045726756,[1.28726146 1.35067004 1.46103172 0.27059542],1.092389658,0.672,1.229,0.8818,0.557,0.195220286,0.221388394,0.091306811,[1.41071429 1.2964135  0.61757526 1.05533597],1.095009755,0.147765933,4,1,0,0,1,3,1,[ 0.00834092  0.00580433  0.0034941  -0.00441047],0.003494105,0.005107399,[1.4        1.4        1.66666667 1.25      ]
1161,14.678,0.80904,5445,1.21,0.91,4.431,0.041,0,[ 2.97138076  6.0573033  10.93721736],[1.84  2.354 2.47 ],[-0.108 -0.102 -0.147],[0.163 0.173 0.265],[347. 177.  89.],[25.6 35.1 24.6],[19.4 27.4 20.2],[8493.2 5377.9 1984.9],3,2.97138076,10.93721736,6.655300473,7.9658366,0.565948536,0.492752274,[1.03854833 0.80562485],0.922086592,0.028165756,0.060591309,0.026358848,[0.11135255 0.72381761],0.417585078,1.84,2.47,2.221333333,0.63,0.273770382,0.12324597,0.056121616,[1.27934783 1.04927782],1.164312826,0.094537815,0,1,2,0,1,0,0.5,[0.01927417 0.08337491],0.019274167,0.051324539,[2. 0.]
1165,13.916,2.06007,5382,0.85,0.88,4.485,-0.005,0,[ 4.29263721  7.05394442 11.14580908],[0.668 1.903 0.754],[-0.053 -0.073 -0.059],[0.063 0.122 0.082],[301. 185. 120.],[11.4 56.3 11.2],[ 9.9 48.3  0. ],[6747.2 3066.3 3587.3],3,4.29263721,11.14580908,7.49746357,6.85317187,0.414387414,0.375502724,[0.64326592 0.58008178],0.61167385,0.005514278,0.019602022,0.00851455,[1.33629884 0.82831545],1.082307144,0.668,1.903,1.108333333,1.235,0.563009966,0.507978917,0.209331087,[2.8488024 0.3962165],1.622509448,0.371428571,2,0,1,0,0,1,0.5,[-0.01404045 -0.05195093],0.01404045,0.03299569,[1.66666667 0.        ]
1194,15.035,0.70432,5679,1.23,0.88,4.21,-0.152,0,[ 4.17629424  8.70793158 14.86216896],[1.352 2.197 1.689],[-0.091 -0.11  -0.127],[0.128 0.208 0.218],[209.  99.  53.],[14.9 28.1 14.4],[12.6 23.3 10.9],[3972.1 2144.9 1423.3],3,4.17629424,14.86216896,9.24879826,10.68587472,0.551291105,0.473490955,[1.08508574 0.70673929],0.895912517,0.079879583,0.099779513,0.043532622,[0.23524153 1.24484678],0.740044156,1.352,2.197,1.746,0.845,0.347316378,0.198921179,0.086604446,[1.625     0.7687756],1.196887802,0.161321115,0,2,1,0,0,0,0,[0.04254287 0.02404357],0.024043574,0.033293223,[0. 0.]
1198,15.319,0.66048,6171,1.4,1.19,4.304,0.073,0,[10.30061924 16.08826322 35.67556697],[2.355 3.507 3.091],[-0.198 -0.289 -0.249],[0.257 0.405 0.323],[134.  88.  39.],[16.4 31.3 18.5],[13.8 26.2 15.5],[5358.8 4233.6 2377. ],3,10.30061924,35.67556697,20.68814981,25.37494773,0.53950755,0.524837016,[0.5618734  1.21749026],0.889681831,0.245114805,0.173472816,0.076396606,[0.66071897 0.53591458],0.598316772,2.355,3.507,2.984333333,1.152,0.476311756,0.159604073,0.072398078,[1.48917197 0.8813801 ],1.185276036,0.128671954,0,0,3,0,0,0,0,[0.04124893 0.10874513],0.041248935,0.074997032,[0. 0.]
1203,15.368,1.78372,5688,0.89,0.84,4.516,-0.275,0,[14.12835319 31.88385912 48.64813648],[2.242 2.689 2.128],[-0.145 -0.207 -0.172],[0.189 0.245 0.241],[73. 31. 21.],[23.  25.3 12.2],[18.9 21.6 10.1],[2272.5 1505.2  780.3],3,14.12835319,48.64813648,31.5534496,34.51978329,0.536974666,0.446689006,[1.25672863 0.52579198],0.891260303,0.30354482,0.193240626,0.085392823,[0.6128498  0.29432147],0.453585635,2.128,2.689,2.353,0.561,0.242103284,0.102891323,0.043612556,[1.19937556 0.79137226],0.995373907,0.079473013,0,0,3,0,1,0,0.5,[0.12836431 0.01719465],0.017194652,0.072779483,[0.  1.5]
1236,15.609,0.6184,5707,1.3,1,4.2,0.028,0,[12.30971149 35.73391416 54.4114068  98.35919826],[2.846 3.971 3.556 2.931],[-0.154 -0.17  -0.167 -0.147],[0.385 0.358 0.334 0.31 ],[110.  38.  25.  12.],[45.9 58.4 37.7 30.5],[26.1 23.6 12.8  9.6],[6084. 2632. 1692. 2322.],4,12.30971149,98.35919826,50.20355768,86.04948677,0.902567106,0.628471181,[1.90290428 0.52268253 0.80769445],1.077760421,0.249685779,0.221427799,0.119682609,[1.42346248 0.26037828 0.71427585],0.799372201,2.846,3.971,3.326,1.125,0.46242567,0.139033575,0.059927338,[1.39529164 0.89549232 0.82424072],1.038341559,0.100220485,0,0,4,0,1,0,0.333333333,[-0.03236524  0.01512169  0.08461667],0.015121686,0.03236524,[0.  1.5 0. ]
1240,14.466,1.51974,5542,0.97,0.96,4.356,0.135,0,[2.13955509 4.80709495 9.82541584],[1.584 2.094 0.935],[-0.072 -0.122 -0.118],[0.123 0.22  0.118],[626. 272. 135.],[48.9 32.9  7.3],[40.3 23.3  0. ],[11504.9  2489.6  2496.8],3,2.13955509,9.82541584,5.590688627,7.68586075,0.662027467,0.569927295,[1.24677316 1.04394046],1.145356807,0.012560918,0.047272487,0.020551236,[0.59378843 0.12627288],0.360030655,0.935,2.094,1.537666667,1.159,0.47429269,0.308449614,0.147004284,[1.3219697  0.44651385],0.884241773,0.251246477,1,1,1,0,1,0,0.5,[0.12338658 0.02197023],0.021970228,0.072678404,[0. 2.]
1258,13.85,0.00319,4800,8.74,1.38,2.769,-0.009,0,[ 14.64632731  36.33749126 148.2723105 ],[3.131 7.507 5.367],[-0.238 -0.513 -0.535],[0.309 0.607 0.642],[88. 38.  9.],[30.  96.8 21.8],[24.7 83.9 18.5],[4340.3 2181.7  316.4],3,14.64632731,148.2723105,66.41870969,133.6259832,1.00533132,0.881570021,[1.4809968  3.08042232],2.280709564,0.145968659,0.243762132,0.108855272,[0.97433729 0.97389244],0.974114863,3.131,7.507,5.335,4.376,1.786637811,0.334889936,0.158722877,[2.39763654 0.71493273],1.556284634,0.273414558,0,0,1,2,0,0,0,[-0.17300107  0.36014077],0.173001065,0.26657092,[0. 0.]
1276,12.953,0.92827,5877,1.16,1.04,4.324,0.041,0,[ 7.70974541 13.26071518 22.7902174 ],[0.809 1.35  2.391],[-0.085 -0.08  -0.127],[0.092 0.125 0.174],[181.  99.  58.],[ 8.1 17.6 47.6],[ 0.  14.7 40.1],[5035.9 3294.7 2501.4],3,7.70974541,22.7902174,14.58689266,15.08047199,0.470708431,0.426930187,[0.71999391 0.71862657],0.71931024,1.76E-06,0.000397644,0.000172695,[1.16670189 1.17462997],1.170665928,0.809,2.391,1.516666667,1.582,0.65651318,0.432865833,0.196752118,[1.66872682 1.77111111],1.719918967,0.347692308,1,1,1,0,0,0,0,[0.03199635 0.03117594],0.03117594,0.031586144,[0. 0.]
1278,15.204,0.90649,5659,1.13,0.86,4.337,-0.19,0,[ 9.22083801 13.64007155 24.80566736 44.34723441],[1.34  1.444 2.837 3.196],[-0.111 -0.098 -0.159 -0.176],[0.122 0.127 0.206 0.229],[146.  99.  52.  32.],[13.2 13.3 39.4 40.5],[11.3 12.  32.7 31.9],[5436.1 3896.2 2504.2 1750.6],4,9.22083801,44.34723441,23.00345283,35.1263964,0.682096149,0.589854884,[0.47926593 0.81858777 0.78778639],0.695213365,0.054355211,0.06672156,0.040686235,[0.25957279 0.66484828 0.80813892],0.57752,1.34,3.196,2.20425,1.856,0.822929029,0.37333743,0.172127229,[1.07761194 1.96468144 1.12654212],1.389611834,0.263165854,0,2,2,0,1,0,0.333333333,[-0.01382271 -0.09070611  0.07267183],0.013822711,0.072671832,[1.5 0.  0. ]
1306,15.587,2.04341,5559,0.86,0.83,4.464,-0.241,0,[ 1.79631631  3.46807214  5.91427708 29.22129979],[1.241 1.352 1.368 1.697],[-0.11  -0.142 -0.142 -0.156],[0.179 0.22  0.185 0.253],[751. 391. 216.  44.],[22.1 20.6 17.4 14.6],[17.9 14.9 12.   9. ],[12547.   7607.9  5375.8  1525. ],4,1.79631631,29.22129979,10.09999133,27.42498348,1.211316717,1.102615244,[0.93065782 0.70535007 3.94080669],1.858938198,0.400573894,0.377232898,0.212816012,[0.22352633 1.25320718 0.76126545],0.745999655,1.241,1.697,1.4145,0.456,0.17027698,0.120379625,0.050197565,[1.089444   1.01183432 1.24049708],1.113925131,0.081536468,0,4,0,0,0,0,0,[-0.03467109  0.02321004  0.64693556],0.023210044,0.034671088,[0. 0. 0.]
1332,15.454,1.50837,5388,0.93,0.88,4.439,0.027,0,[ 6.09748969 19.30578896 56.63841999],[1.533 2.783 2.537],[-0.107 -0.148 -0.169],[0.167 0.175 0.237],[182.  61.  21.],[17.4 36.3 20.9],[13.9 30.3 17.1],[4406.9 2089.4  926.3],3,6.09748969,56.63841999,27.34723288,50.5409303,0.967960055,0.782617191,[2.1661864  1.93375319],2.049969799,0.003822984,0.038104183,0.016559458,[1.38492237 1.44861277],1.41676757,1.533,2.783,2.284333333,1.25,0.540681874,0.236691321,0.114649824,[1.81539465 0.91160618],1.363500416,0.182401868,0,1,2,0,0,0,0,[ 0.05539547 -0.02208227],0.022082269,0.038738869,[0. 0.]
